name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
"""Paradise Bakery""","""15470 W McDowell Rd""",Goodyear,AZ,85338,33.46411195,-112.3920075,3,74,Bakeries;Delis;Breakfast & Brunch;Restaurants;Food
"""Los Musicos Sushi-Bar and Grill""","""1445 W Southern Ave, Ste 1016""",Mesa,AZ,85202,33.39029356,-111.8589821,3,3,American (Traditional);Food;Sushi Bars;Restaurants;Beer;Wine & Spirits;Tex-Mex
"""Kobe Teppan & Sushi""","""1125 W Elliot Rd""",Tempe,AZ,85284,33.3485257,-111.9550912,3.5,222,Sushi Bars;Japanese;Restaurants
"""DOZO Izakaya""","""440 W Warner Rd, Ste 104""",Tempe,AZ,85284,33.3350535,-111.9445749,4,234,Ramen;Restaurants;Sushi Bars;Japanese
"""Burger King""","""5859 E McKellips Rd""",Mesa,AZ,85215,33.451474,-111.703537,2.5,10,Fast Food;Restaurants;Burgers
"""Taco Bell""","""2930 S Alma School Rd""",Chandler,AZ,85248,33.26294545,-111.8596,2,20,Mexican;Fast Food;Tex-Mex;Restaurants
"""First Watch - Breakfast, Brunch & Lunch""","""61 W Thomas Rd""",Phoenix,AZ,85013,33.479996,-112.077144,4,191,Cafes;American (Traditional);Breakfast & Brunch;Sandwiches;Restaurants
"""Tasty Kabob""","""1250 E Apache Blvd, Ste 116""",Tempe,AZ,85281,33.4153291,-111.9185086,4,166,Vegetarian;Indian;Persian/Iranian;Restaurants;Middle Eastern
"""Urbane Manner""","""4363 N 75th St""",Scottsdale,AZ,85251,33.500169,-111.919817,4,25,American (New);Bars;Restaurants;Dance Clubs;Nightlife;Local Flavor;Breakfast & Brunch;Lounges
"""Outback Steakhouse""","""4180 N Drinkwater Blvd""",Scottsdale,AZ,85251,33.4959382,-111.9221449,3,8,Steakhouses;Restaurants
"""Pho Nhat""","""1820 W Southern Ave""",Mesa,AZ,85202,33.393148,-111.8704171,4,115,Vietnamese;Restaurants
"""Sinaloa""","""2601 E Bell Rd""",Phoenix,AZ,85032,33.640094,-112.025911,3.5,29,Restaurants;Mexican
"""Miracle Mile Delicatessen""","""1949 E Camelback Rd, Ste 160""",Phoenix,AZ,85016,33.507557,-112.040116,4,141,Food;Delis;Restaurants;Breakfast & Brunch;Desserts;Sandwiches
"""Jac's Pizzeria & Pub""","""7213 E 1st Ave""",Scottsdale,AZ,85251,33.493764,-111.925767,2.5,13,Restaurants;Italian;Pizza
"""Filiberto's Mexican Food""","""1601 E. Mc Dowell Rd""",Phoenix,AZ,85006,33.4654347,-112.0473273,2,47,Mexican;Restaurants
"""Chicken Koup""","""9353 W Van Buren""",Tolleson,AZ,85353,33.4500579,-112.261306,5,7,Southern;Restaurants
"""Papa John's Pizza""","""2733 N Power Rd""",Mesa,AZ,85215,33.4658525,-111.6822267,3,11,Pizza;Restaurants
"""Famous Dave's""","""16148 N 83rd Ave""",Peoria,AZ,85382,33.63368162,-112.2357459,3.5,214,Restaurants;Barbeque
"""Baker Wee""","""4263 W Thunderbird Rd""",Phoenix,AZ,85053,33.60990161,-112.1506691,4,124,Desserts;Party & Event Planning;Bakeries;Food;Restaurants;Event Planning & Services;Sandwiches;Caterers
"""Outback Steakhouse""","""7000 E Mayo Blvd, Ste 24""",Phoenix,AZ,85054,33.67690008,-111.9378733,3,107,Steakhouses;Restaurants
"""Mucha Lucha Taco Shop""","""9822 N 7th St, Ste 7""",Phoenix,AZ,85020,33.5760636,-112.0659645,4,38,Tacos;Mexican;Restaurants
"""TurkDish Mediterranean Cuisine""","""4929 W Ray Rd, Ste 1""",Chandler,AZ,85226,33.3194571,-111.9257932,4.5,162,Bakeries;Halal;Turkish;Mediterranean;Food;Restaurants
"""Asian Cafe Express""","""1911 W Main St, Ste 3""",Mesa,AZ,85201,33.4140838,-111.8722964,4,453,Chinese;Restaurants
"""Burger Shoppe""","""3108 W Mcdowell Rd""",Phoenix,AZ,85009,33.4662845,-112.1262188,4,4,Restaurants;Burgers;Fast Food
"""Mocha Bianca""","""4001 E Bell Rd, Ste 112""",Phoenix,AZ,85032,33.640408,-111.995167,3.5,9,Breakfast & Brunch;Restaurants;Coffee & Tea;Food
"""Taco Mich""","""2731 W Camelback Rd""",Phoenix,AZ,85017,33.5092539,-112.1190057,3,20,Mexican;Restaurants
"""L&L Hawaiian BBQ""","""2501 W Happy Valley Rd, Ste 50-1250""",Phoenix,AZ,85027,33.71129063,-112.1111089,3,159,Hawaiian;Barbeque;Restaurants
"""El Patron""","""20224 N 27th Ave""",Phoenix,AZ,85027,33.671044,-112.117985,2.5,10,Mexican;Restaurants
"""Liyuen""","""1602 S 7th Ave""",Phoenix,AZ,85007,33.432961,-112.082832,4,36,Restaurants;Chinese
"""Panda Express""","""13880 W Camelback Rd""",Litchfield Park,AZ,85340,33.508353,-112.3576761,2,21,Restaurants;Fast Food;Chinese
"""Tariq Restaurant""","""5064 E McDowell Rd""",Phoenix,AZ,85008,33.4656711,-111.9728446,4,7,Restaurants;African
"""Tertio Wine Bar""","""3508 N 7th St, Ste101""",Phoenix,AZ,85012,33.488807,-112.065237,2.5,13,Food;Nightlife;Tapas/Small Plates;Bars;Vegetarian;Beer;Wine & Spirits;Restaurants;Local Flavor;Wine Bars
"""Raimondo's""","""502 W Camelback""",Phoenix,AZ,85013,33.5102274,-112.0806121,3.5,18,Pizza;Italian;Restaurants
"""Az Poki""","""325 W Elliot Rd, Ste 101""",Tempe,AZ,85284,33.34874056,-111.9449068,4,16,Restaurants;Hawaiian;Seafood
"""True Brew Coffee""","""1606 E Bell Rd, Ste 108A""",Phoenix,AZ,85022,33.641898,-112.047559,4.5,65,Sandwiches;Coffee & Tea;Breakfast & Brunch;Coffee Roasteries;Event Planning & Services;Food;Restaurants;Caterers
"""Tonys Original Burger Factory""","""3423 W Thomas Rd""",Phoenix,AZ,85017,33.480085,-112.13332,3.5,10,Restaurants;Burgers
"""Wendys""","""12701 W Bell Rd""",Surprise,AZ,85378,33.6381538,-112.4211827,2,15,Burgers;Restaurants;Fast Food
"""Subway""","""7700 W Arrowhead Towne Ctr""",Glendale,AZ,85308,33.6421362,-112.2252174,2,4,Restaurants;Sandwiches;Fast Food
"""Olive's Pizzeria & Restaurant""","""9619 N Hayden Rd, Ste 103""",Scottsdale,AZ,85258,33.5737667,-111.9055104,4,4,Restaurants;Pizza;Italian
"""Mesquite Grill and Sports Bar""","""75 W Baseline Rd, Ste 12""",Gilbert,AZ,85233,33.3777002,-111.8322785,4,32,Restaurants;Nightlife;Bars;Sports Bars;Barbeque;American (Traditional)
"""Double Headers""","""401 E Jefferson St""",Phoenix,AZ,85004,33.4453626,-112.0674961,3,6,Hot Dogs;Restaurants;Burgers
"""Taco Bell""","""2881 S. Market St.""",Gilbert,AZ,85296,33.29782,-111.74577,2,40,Restaurants;Tex-Mex;Fast Food;Food;Mexican
"""Oriental House""","""11001 N 99th Ave""",Peoria,AZ,85345,33.5837549,-112.2720793,3,54,Dim Sum;Restaurants;Chinese
"""Vine Tavern & Eatery""","""801 E Apache Blvd""",Tempe,AZ,85281,33.41451113,-111.9271921,3.5,116,American (Traditional);Restaurants
"""Papa Murphy's""","""3550 East Southern Avenue""",Mesa,AZ,85204,33.3940553,-111.7542777,3.5,16,Restaurants;Pizza
"""Pacific Seafood Super Buffet""","""1461 N Dysert Rd""",Avondale,AZ,85323,33.451818,-112.340391,2,16,Buffets;Restaurants
"""Wendy's""","""4915 N Pima Rd""",Scottsdale,AZ,85251,33.507879,-111.8893587,1.5,11,American (Traditional);Fast Food;Restaurants;Burgers
"""Fat Willy's""","""2250 S Buttercup Rd""",Mesa,AZ,85209,33.3743387,-111.6670451,4,4,Burgers;Pizza;Restaurants;Bars;Nightlife;Sports Bars
"""Tommy V's Osteria & Pizzeria""","""3225 E Camelback Rd""",Phoenix,AZ,85018,33.5094709,-112.0119874,3.5,64,Italian;Restaurants;Bars;Nightlife;Pizza;Wine Bars
"""Freddy's Frozen Custard & Steakburgers""","""14029 W Waddell Rd""",Surprise,AZ,85379,33.6086939,-112.362031,3.5,100,Restaurants;Ice Cream & Frozen Yogurt;American (New);Food;Diners
"""Lola's""","""The Yard, 5632 N 7th St""",Phoenix,AZ,85014,33.5194664,-112.0653473,3.5,27,Food;Coffee & Tea;Restaurants;Tapas Bars
"""Ten""","""28234 North Tatum Blvd""",Cave Creek,AZ,85331,33.742803,-111.9782519,3,6,Japanese;Sushi Bars;Restaurants
"""Healthy Shake Shack""","""4017 N Scottsdale Rd, Ste 100""",Scottsdale,AZ,85251,33.494426,-111.9259006,3,12,Fast Food;Juice Bars & Smoothies;Food;Restaurants
"""Wendy's""","""1110 E Baseline Rd""",Tempe,AZ,85283,33.3787492,-111.9234168,2,23,Fast Food;Burgers;Restaurants
"""Urban Cafe""","""1212 E Apache Blvd, Ste 103""",Tempe,AZ,85281,33.4152426,-111.9196665,4,4,Middle Eastern;Restaurants
"""ZuZu""","""6850 E Main St""",Scottsdale,AZ,85251,33.492914,-111.933566,4,373,Lounges;Restaurants;Bars;Nightlife;American (New);American (Traditional)
"""Firehouse Subs""","""20165 N 67th Ave, Ste 122B""",Glendale,AZ,85308,33.66550626,-112.2018846,4,77,Sandwiches;Delis;Restaurants;Fast Food
"""Niro's Gyros""","""1825 E University Dr""",Tempe,AZ,85281,33.4218916,-111.9092417,4,17,Restaurants;Greek
"""Little Dragon Chinese Restaurant""","""4327 W Thomas Rd""",Phoenix,AZ,85031,33.4800643,-112.1531063,4,69,Restaurants;Chinese
"""The Counter Phoenix""","""50 N Central Ave""",Phoenix,AZ,85004,33.4488663,-112.0738152,3.5,225,Burgers;Restaurants
"""Salsa Blanca""","""20221 N 67th Ave""",Glendale,AZ,85308,33.67004818,-112.200473,4,139,Restaurants;Mexican
"""Der Kaffee Kuchen""","""9814 W Peoria Ave""",Peoria,AZ,85345,33.5803901,-112.270417,4.5,4,German;Food;Bakeries;Restaurants
"""Saigon Kitchen""","""14071 W Bell Rd""",Surprise,AZ,85374,33.63820383,-112.3634434,4,396,Sandwiches;Asian Fusion;Vietnamese;Restaurants
"""Julio's Too Mexican Food""","""1935 S Val Vista Dr""",Mesa,AZ,85204,33.3814186,-111.7533797,3,21,Restaurants;Mexican
"""Subway""","""1121 S Higley Rd, Ste 101""",Mesa,AZ,85206,33.395084,-111.718785,1.5,6,Sandwiches;Fast Food;Restaurants
"""La Canasta Mexican Foods""","""723 S 7th Ave""",Phoenix,AZ,85003,33.44030762,-112.0819004,3.5,137,Restaurants;Mexican
"""Perfetto Day Cafe""","""15601 N 28th Ave""",Phoenix,AZ,85053,33.6281357,-112.1175052,4.5,3,Restaurants;Coffee & Tea;Food;Sandwiches;Cafes
"""The Mix Up Bar""","""5200 E Camelback Rd""",Phoenix,AZ,85018,33.5044082,-111.9691642,4.5,30,Cocktail Bars;Bars;Wine Bars;American (New);Nightlife;Restaurants
"""Pasta Pomodoro""","""3395 W Chandler Blvd""",Chandler,AZ,85226,33.3052327,-111.9000158,4,8,Fast Food;Restaurants
"""Rotolo's Pizzeria""","""1641 S Stapley Dr, Ste 104""",Mesa,AZ,85204,33.384163,-111.803119,3,4,Restaurants;Pizza
"""Nana Tee's Hometown Dogs""","""4212 W Cactus Rd, Ste 1107""",Phoenix,AZ,85209,33.59826094,-112.1508914,4.5,59,Hot Dogs;Mexican;American (Traditional);Burgers;American (New);Sandwiches;Delis;Restaurants
"""Manuel's Mexican Food""","""8809 E Mountain View Rd""",Scottsdale,AZ,85258,33.5750462,-111.8882749,3.5,81,Mexican;Restaurants
"""Clever Koi""","""384 North Gilbert Rd, Ste 101""",Gilbert,AZ,85234,33.35683217,-111.7905794,4,144,Burgers;Restaurants;Cocktail Bars;Japanese;Nightlife;Asian Fusion;Bars
"""Sakana Sushi & Grill""","""20250 N 59th Ave""",Glendale,AZ,85308,33.66997837,-112.1872614,4,305,Sushi Bars;Japanese;Poke;Food;Restaurants
"""The Organic Glow""","""Central Ave""",Phoenix,AZ,85013,33.510543,-112.073747,4,8,Hair Salons;Shopping;Caribbean;Restaurants;Hair Extensions;Haitian;Spray Tanning;Cosmetics & Beauty Supply;Tanning;Beauty & Spas;Makeup Artists
"""Troon North Golf Club""","""10320 E Dynamite Blvd""",Scottsdale,AZ,85262,33.746115,-111.8586077,4,87,Golf;American (New);Active Life;Event Planning & Services;Wedding Planning;Venues & Event Spaces;Restaurants
"""Reata Pass Steakhouse""","""27500 N Alma School Pkwy""",Scottsdale,AZ,85262,33.731616,-111.846116,3,10,Steakhouses;Restaurants
"""Kona Grill""","""5310 E High St, Ste 101""",Phoenix,AZ,85054,33.67681,-111.966607,3.5,296,Restaurants;American (Traditional);Sushi Bars
"""French Grocery""","""5345 N 7th Ave""",Phoenix,AZ,85013,33.51644939,-112.0821532,4,287,Specialty Food;Breakfast & Brunch;Food;Nightlife;Restaurants;Coffee & Tea;Macarons;Bakeries;French;Wine Bars;Grocery;Beer;Wine & Spirits;Bars
"""MOD Pizza""","""2904 S. SanTan Village Pkwy""",Gilbert,AZ,85295,33.29674042,-111.7436667,4.5,258,Fast Food;Pizza;Restaurants
"""Archie's Deli""","""1080 W Elliot Rd""",Tempe,AZ,85284,33.3494226,-111.956214,3,20,Delis;Restaurants
"""Pepe's Taco Villa""","""2108 W Camelback Rd""",Phoenix,AZ,85015,33.5098155,-112.1045313,4,114,Mexican;Restaurants
"""Asadero Cocina + Cantina""","""5401 N Scottsdale Rd""",Scottsdale,AZ,85250,33.51538861,-111.9249063,3,4,Restaurants;Diners;Breakfast & Brunch
"""Yen Ching""","""126 S Power Rd""",Mesa,AZ,85206,33.4132788,-111.6848381,3.5,45,Chinese;Restaurants
"""Canton Wong""","""2545 N 32nd St""",Phoenix,AZ,85008,33.4766277,-112.0128996,2.5,13,Restaurants;Chinese
"""Carl's Jr""","""2985 S Alma School Rd""",Chandler,AZ,85286,33.2624883,-111.8571313,2,8,Mexican;Fast Food;Restaurants
"""Costa Vida""","""13233 W McDowell Rd""",Goodyear,AZ,85395,33.463798,-112.343889,3.5,14,Restaurants;Mexican
"""Dairy Queen""","""33 S Country Club Dr""",Mesa,AZ,85210,33.4143225,-111.8396416,2.5,8,Food;Ice Cream & Frozen Yogurt;Restaurants;Fast Food
"""Baja Fresh Mexican Grill""","""14858 N Frnk Llyd Wrght Blvd""",Scottsdale,AZ,85260,33.62116321,-111.9258335,2.5,14,Mexican;Restaurants
"""Streets of New York""","""1985 W Happy Valley Rd""",Phoenix,AZ,85310,33.71284559,-112.096467,3,60,Pizza;Sandwiches;Italian;Restaurants
"""The Grand Blue""","""7318 E Shea Blvd, Ste 101""",Scottsdale,AZ,85260,33.582229,-111.9232574,4,128,Seafood;Specialty Food;Restaurants;Seafood Markets;Sushi Bars;Food
"""New Mexican Grill""","""3107 S Lindsay Rd, Ste 101""",Gilbert,AZ,85295,33.2937678,-111.7736197,4,369,New Mexican Cuisine;Mexican;Restaurants
"""Boston Market""","""4716 E Ray Rd""",Phoenix,AZ,85044,33.3202315,-111.982864,3.5,25,Restaurants;American (Traditional);Comfort Food;Barbeque
"""Z's Chinese Cuisine""","""5158 W Olive Ave, Ste 117""",Glendale,AZ,85302,33.567993,-112.170976,3.5,25,Chinese;Restaurants
"""Ramiro's Mexican Foods""","""378 N Litchfield Rd""",Goodyear,AZ,85338,33.4502051,-112.3599536,4.5,34,Mexican;Restaurants
"""Kitchen18""","""10211 N Scottsdale Rd""",Scottsdale,AZ,85253,33.5786545,-111.9251893,4,98,Caterers;Mediterranean;Event Planning & Services;Vegan;Kosher;Restaurants
"""Yu Tian Xia Hot Pot""","""1948 W Broadway Rd""",Mesa,AZ,85202,33.408094,-111.8735183,4,27,Szechuan;Chinese;Hot Pot;Taiwanese;Restaurants
"""Lava Cafe and Hookah Lounge""","""1038 W Southern Ave, Ste 2""",Mesa,AZ,85210,33.3944636,-111.8541437,4.5,13,Cafes;Hookah Bars;Bars;Restaurants;Desserts;Nightlife;Food
"""Rally's Hamburgers""","""343 W McKellips Rd""",Mesa,AZ,85201,33.4510647,-111.8386391,2,30,Restaurants;Burgers
"""The Hop Stop Diner""","""7013 N 58th Ave""",Glendale,AZ,85301,33.5390959,-112.1834469,3.5,82,Restaurants;Diners;American (Traditional)
"""Java Me Craze'""","""6900 E Camelback Rd, Ste A38""",Scottsdale,AZ,85251,33.5026882,-111.9320913,4.5,3,Restaurants;Food;Coffee & Tea;Sandwiches
"""Waffle House""","""1831 S Country Club Dr""",Mesa,AZ,85210,33.3817276,-111.8397172,3.5,61,American (New);Breakfast & Brunch;American (Traditional);Diners;Restaurants
"""Culver's""","""4506 E Cactus Rd""",Phoenix,AZ,85032,33.6002388,-111.9863276,3,24,Sandwiches;Restaurants;Burgers;Ice Cream & Frozen Yogurt;Food
"""Asian paradise restaurant""","""4205 W Anthem Way, Ste 109""",Phoenix,AZ,85086,33.8704283,-112.1503577,4,12,Vietnamese;Asian Fusion;Restaurants;Chinese
"""Jim's Coney Island Cafe""","""1750 N Scottsdale Rd""",Tempe,AZ,85281,33.44866645,-111.9269335,4,99,Diners;Breakfast & Brunch;Restaurants
"""El Taco Loco""","""16751 E Williams Field Rd""",Gilbert,AZ,85297,33.3068302,-111.7217387,3,3,Mexican;Restaurants
"""Burger King""","""2972 N Alma School Rd""",Chandler,AZ,85224,33.3474976,-111.8594983,2,10,Fast Food;Restaurants;Burgers
"""Lifeboat Coffee""","""536 E Dunlap Ave""",Phoenix,AZ,85020,33.56819183,-112.0657732,4,15,Food;American (Traditional);Restaurants;Coffee & Tea
"""Cafe Rio Arrowhead""","""16955 N 75th Ave""",Peoria,AZ,85382,33.6376504,-112.2201478,3,58,Mexican;Restaurants
"""Hunan Garden""","""1940 W Chandler Blvd, Ste 1""",Chandler,AZ,85224,33.30772017,-111.8756613,4,22,Chinese;Restaurants
"""IHOP""","""13734 W Bell Rd""",Surprise,AZ,85374,33.6391887,-112.3544164,2.5,61,American (New);Restaurants;Breakfast & Brunch;American (Traditional)
"""New York Flavor""","""15170 W Bell Rd, Ste 2-103""",Surprise,AZ,85374,33.63924,-112.387167,4.5,265,Breakfast & Brunch;Delis;Restaurants;Sandwiches;Burgers
"""Church's Chicken""","""1840 W Peoria Ave""",Phoenix,AZ,85029,33.582485,-112.0992947,3.5,16,Restaurants;Chicken Wings
"""Lo-Lo's Chicken and Waffles""","""366 N Gilbert Rd""",Gilbert,AZ,85234,33.3563411,-111.7898532,3,589,Nightlife;Bars;Chicken Wings;Restaurants;Wine Bars;Waffles;Southern;Soul Food
"""O'Briens""","""1310 S Longmore""",Mesa,AZ,85202,33.3906201,-111.8644016,3.5,19,Irish;Restaurants
"""Szechuan Express""","""1116 S Dobson Rd, Ste 132""",Mesa,AZ,85202,33.3948018,-111.8751042,3.5,46,Chinese;Thai;Restaurants
"""Olive Garden Italian Restaurant""","""1261 W Southern Ave""",Mesa,AZ,85202,33.3925899,-111.8590625,3,111,Bars;Restaurants;Wine Bars;Nightlife;Salad;Italian
"""China Lite""","""6941 N Hayden Rd, Ste B-2""",Scottsdale,AZ,85250,33.53702158,-111.9067947,3.5,58,Chinese;Korean;Restaurants;Thai
"""Marley's Restaurant & Bar""","""15226 W Bell Rd""",Surprise,AZ,85374,33.6390683,-112.3882765,3.5,57,Restaurants;Bars;American (New);Nightlife;Burgers
"""Chili's""","""10040 W Happy Valley Rd""",Peoria,AZ,85383,33.712617,-112.275551,3.5,43,Tex-Mex;Restaurants;Nightlife;American (Traditional);Bars
"""The Food Truck Caravan""","""4200 N Marshall Way""",Scottsdale,AZ,85251,33.4969007,-111.9291738,4,28,Food Court;Restaurants;Caterers;Nightlife;Food;Event Planning & Services;Food Trucks
"""Jersey Mike's Subs""","""75 East Rivulon Blvd""",Gilbert,AZ,85297,33.28559589,-111.787576,4.5,21,Sandwiches;Fast Food;Delis;Restaurants
"""Shanghai Club""","""8752 E Shea Blvd""",Scottsdale,AZ,85260,33.5824859,-111.892395,4,10,Restaurants;Chinese
"""Dairy Queen""","""7510 S Rural Rd""",Tempe,AZ,85283,33.35001013,-111.9290614,2.5,25,Ice Cream & Frozen Yogurt;Fast Food;Restaurants;Food
"""Cafe Rio""","""950 E Bell Rd""",Phoenix,AZ,85022,33.6404107,-112.0604833,3,50,Mexican;Restaurants
"""Carrie's Cafe""","""13576 W Camino Del Sol""",Sun City West,AZ,85375,33.65619715,-112.353707,2.5,15,Restaurants
"""Flavors of India""","""4515 N 16th St""",Phoenix,AZ,85016,33.5026383,-112.0470936,4,235,Restaurants;Seafood;Indian;Buffets;Pakistani
"""Subway""","""1855 W Greenway Rd, Ste 125""",Phoenix,AZ,85023,33.6250826,-112.0989751,4,4,Food;Sandwiches;Fast Food;Restaurants
"""SaBai Modern Thai""","""4121 E Thomas Rd""",Phoenix,AZ,85018,33.4800764,-111.992297,3.5,335,Restaurants;Thai
"""Sheraton Grand at Wild Horse Pass""","""5594 W Wild Horse Pass Blvd""",Chandler,AZ,85226,33.26669689,-111.9915342,3.5,194,Hotels;Hotels & Travel;Restaurants;Event Planning & Services
"""Empire Asian Bistro""","""7641 E Guadalupe Rd""",Mesa,AZ,85212,33.3636507,-111.6689196,3,126,Chinese;Restaurants
"""El Senor Taco""","""415 E Mckellips Rd""",Mesa,AZ,85203,33.4508744,-111.8215474,4.5,8,Restaurants;Mexican
"""Cafe Paris French Bistro & Catering""","""15125 N Hayden Rd, Ste 111""",Scottsdale,AZ,85260,33.622882,-111.9032984,4.5,94,French;Specialty Food;Breakfast & Brunch;Sandwiches;Restaurants;Food
"""Elvira's Belizean Cafe""","""2386 N Alma School Rd""",Chandler,AZ,85224,33.3403219,-111.8596719,4.5,104,American (Traditional);Restaurants;Caribbean
"""Baja Loco Mesquite Grill & Cantina""","""3222 E Indian School Rd""",Phoenix,AZ,85018,33.495636,-112.0118971,4.5,21,Mexican;American (New);Restaurants
"""Pizza Five85""","""890 N 54th St, Ste A2""",Chandler,AZ,85226,33.317422,-111.968815,3,20,Pizza;Restaurants;Salad;Italian
"""Q TO U BBQ""","""4705 East Carefree Hwy, Ste 101""",Cave Creek,AZ,85331,33.79818001,-111.9806217,4,35,Barbeque;Restaurants
"""Red Rock Buffet""","""10424 N Fort McDowell Rd""",Fort McDowell,AZ,85264,33.58193,-111.6808257,2.5,56,Buffets;Restaurants
"""Mayan Mexican Grill""","""3633 W Camelback Rd, Ste 7""",Phoenix,AZ,85019,33.5090513,-112.1372397,5,3,Restaurants;Mexican
"""Burger King""","""3840 W Happy Valley Rd""",Glendale,AZ,85310,33.7133324,-112.1419378,2.5,12,Restaurants;Burgers;Fast Food
"""The Patio At Las Sendas Golf Club""","""7555 E Eagle Crest Dr""",Mesa,AZ,85207,33.4907391,-111.6705522,3,40,American (New);Restaurants
"""Christina's Italian Restaurant""","""18256 E Williamsfield Rd""",Gilbert,AZ,85295,33.30779681,-111.6890663,2,6,Restaurants;Italian;Bars;Nightlife
"""Charleston's""","""17001 N. Scottsdale Rd.""",Scottsdale,AZ,85255,33.6391956,-111.9245314,4,238,American (Traditional);Steakhouses;Restaurants;American (New)
"""EAT West of Brown""","""7240 E Main St, Ste C""",Scottsdale,AZ,85251,33.4933556,-111.9249092,3,10,Sandwiches;American (New);Bars;Nightlife;Restaurants;Delis;Sports Bars
"""Premium Burger""","""4568 E Cactus Rd""",Phoenix,AZ,85032,33.601554,-111.9837624,5,8,Burgers;Restaurants
"""Rubio's""","""937 N Dobson Rd""",Mesa,AZ,85201,33.43389,-111.867799,4,91,Seafood;Event Planning & Services;Restaurants;Caterers;Mexican;Fast Food;Salad
"""Rubio's Coastal Grill""","""1712 E Guadalupe Rd, Ste 109""",Tempe,AZ,85283,33.3644606,-111.9131923,3.5,75,Event Planning & Services;Restaurants;Salad;Caterers;Seafood;Fast Food;Mexican
"""City Cafe""","""411 N Central Ave""",Phoenix,AZ,85004,33.45285287,-112.0735439,2.5,3,Food;Restaurants;Coffee & Tea;Cafes
"""Nixon's""","""2501 E Camelback Rd""",Phoenix,AZ,85016,33.5080183,-112.0270172,3.5,5,Bars;Nightlife;Restaurants;American (Traditional)
"""Kingo Bowl""","""66 S Dobson Rd, Ste 112""",Mesa,AZ,85202,33.41364847,-111.8758296,4,69,Japanese;Steakhouses;Restaurants;Chinese
"""Him's Jl Buffet""","""6226 N 43rd Ave""",Glendale,AZ,85301,33.53475636,-112.175064,3.5,5,Restaurants;Chinese
"""Filiberto's Mexican Food""","""5512 W Glendale Ave""",Glendale,AZ,85301,33.5387237,-112.1779619,1.5,11,Mexican;Restaurants
"""Burger King""","""2318 W Northern Ave""",Phoenix,AZ,85021,33.553619,-112.109215,2,13,Burgers;Restaurants;Fast Food
"""Fajardo's Cafe""","""6706 N 58th Dr""",Glendale,AZ,85301,33.5353081,-112.1852229,4,38,Restaurants;Mexican
"""Starliner Diner""","""5111 W Maryland Ave""",Glendale,AZ,85301,33.53075262,-112.1706569,4,8,Diners;American (Traditional);Restaurants
"""Church's Chicken""","""715 E McKellips Rd""",Mesa,AZ,85203,33.45109,-111.815206,3.5,3,Restaurants;Fast Food
"""Papa John's Pizza""","""7040 N 16th St""",Phoenix,AZ,85020,33.5387042,-112.0481181,3.5,16,Pizza;Restaurants
"""Fry's""","""39508 N Daisy Mountain Dr""",Phoenix,AZ,85086,33.843578,-112.130575,3,32,Grocery;Food;Restaurants;Delis;Hotels & Travel;Hotels;Event Planning & Services
"""Federico's Mexican Food""","""3433 W Camelback Rd""",Phoenix,AZ,85019,33.5092158,-112.1338429,4,19,Mexican;Restaurants;Fast Food
"""Yogis Grill""","""6050 W Chandler Blvd""",Chandler,AZ,85226,33.30589391,-111.9463599,3,38,Japanese;Restaurants
"""Avanti""","""2728 E Thomas Rd""",Phoenix,AZ,85016,33.4804921,-112.0221966,4,167,Restaurants;Nightlife;Lounges;Bars;Italian
"""The Nosh Cafe""","""4855 E Warner Rd, Ste 12""",Phoenix,AZ,85044,33.33085087,-111.9786421,4,239,Food;Coffee & Tea;Restaurants;Sandwiches;Bagels;Breakfast & Brunch
"""The Breakfast Nook""","""30845 N Cave Creek Rd, Ste 107""",Cave Creek,AZ,85331,33.7657096,-111.9827124,4,31,Restaurants;Breakfast & Brunch
"""Tediberto's""","""110 E Roosevelt Ave, Ste C""",Phoenix,AZ,85004,33.4587814,-112.0722749,3.5,27,Vegan;Mexican;Restaurants
"""KFC""","""6708 W. Deer Valley Road""",Glendale,AZ,85310,33.6821,-112.204,1.5,22,Restaurants;Fast Food;Chicken Wings
"""Vu Bistro""","""14815 E Shea Blvd, Ste 100""",Fountain Hills,AZ,85268,33.5781377,-111.7614506,3,83,American (New);Cafes;Bars;Pizza;Nightlife;Restaurants;American (Traditional)
"""Cowboy Ciao""","""7133 E Stetson Dr, Ste 1""",Scottsdale,AZ,85251,33.4991931,-111.927532,4,742,American (New);Restaurants;American (Traditional)
"""Pescaderia De Guaymas""","""811 W University Dr, Ste 102""",Mesa,AZ,85201,33.4218851,-111.8485243,4.5,3,Restaurants;Seafood Markets;Specialty Food;Food;Mexican
"""Outlaw Annie's""","""6705 E Cave Creek Rd""",Cave Creek,AZ,85331,33.8321221,-111.9354344,2.5,7,Bars;Nightlife;Restaurants;Venues & Event Spaces;Country Dance Halls;Event Planning & Services
"""Tiny's Country Cafe""","""15414 N 19th Ave""",Phoenix,AZ,85023,33.626933,-112.100731,4,39,Restaurants;Breakfast & Brunch
"""Wingstop""","""2320 E Baseline Rd""",Phoenix,AZ,85042,33.3795686,-112.0310677,3,29,Restaurants;Chicken Wings
"""Subway""","""13853 N 19th Ave""",Phoenix,AZ,85023,33.6123571,-112.0993862,3,4,Sandwiches;Restaurants;Fast Food
