name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,category
Rush Street Pizzeria,"2925 E Riggs Rd, Ste 7",Chandler,AZ,85249,33.21901532,-111.7912102,3.5,117,food delivery services;italian;pizza;food;sandwiches;restaurants,Italian
Asian Garden Express,"7800 N 55th, Ste 110",Glendale,AZ,85301,33.55156785,-112.1779222,4.0,37,restaurants;chinese,Chinese
Taco Bell,251 N Litchfield Rd,Goodyear,AZ,85338,33.4372,-112.358594,1.0,6,fast food;restaurants;mexican;tex-mex,Mexican
Mastro's Steakhouse,8852 E Pinnacle Peak Rd,Scottsdale,AZ,85255,33.700959,-111.889753,4.0,306,american (traditional);restaurants;steakhouses;seafood,American
Gyros Express,"9301 E Shea Blvd, Ste 109",Scottsdale,AZ,85260,33.5809114,-111.8811427,4.0,76,restaurants;falafel;greek;mediterranean,Mediterranean
Steak 'n Shake,699 S Mill Ave,Tempe,AZ,85821,33.42335131,-111.9397467,2.5,232,fast food;ice cream & frozen yogurt;burgers;diners;restaurants;food;steakhouses,American
Genghis Grill,7401 E Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,33.6372504,-111.9210056,3.0,19,mongolian;restaurants,Mongolian
Prado,4949 E Lincoln Dr,Paradise Valley,AZ,85253,33.528666,-111.972589,3.5,132,sandwiches;spanish;tapas bars;breakfast & brunch;italian;restaurants,Italian
KFC,2436 East Indian School Road,Phoenix,AZ,85016,33.4949,-112.029,2.0,18,chicken wings;fast food;restaurants,American
Gangnam BBQ,"1350 S Longmore Rd, Ste 22",Mesa,AZ,85202,33.3901772,-111.8643194,3.5,169,barbeque;restaurants;korean,American
The Pizza Buffet,3208 E Bell Rd,Phoenix,AZ,85032,33.6406946,-112.0127935,3.0,37,pizza;restaurants;buffets,Italian
Pure Sushi Colony,"5538 N 7th St, Ste 110",Phoenix,AZ,85014,33.51794199,-112.0654483,4.0,147,japanese;sushi bars;restaurants;asian fusion,Japanese
Postino Highland,4821 N Scottsdale Rd,Scottsdale,AZ,85251,33.5065813,-111.9257416,4.5,209,restaurants;wine bars;nightlife;breakfast & brunch;italian;bars,Italian
Teriyaki Madness,"3131 S Market St, Ste 108",Gilbert,AZ,85295,33.2967064,-111.7490032,3.0,88,asian fusion;japanese;hawaiian;restaurants,Japanese
Shangri-La Chinese Cuisine,"18561 N 59th Ave, Ste 122",Glendale,AZ,85308,33.6529637,-112.1848433,3.5,47,chinese;restaurants,Chinese
Jimmy John's,8300 N Hayden Rd,Scottsdale,AZ,85258,33.55757293,-111.8993237,2.5,50,food delivery services;restaurants;delis;sandwiches;food,American
Pacific Seafood Buffet,8172 W Bell Rd,Glendale,AZ,85308,33.638669,-112.231662,3.0,231,seafood;buffets;restaurants;chinese,Chinese
Pizza Hut,4970 S Gilbert Rd,Chandler,AZ,85249,33.2342381,-111.7908907,2.0,12,chicken wings;italian;restaurants;pizza,Italian
Yogurt Time,"1949 W Ray Rd, Ste 27",Chandler,AZ,85224,33.3191497,-111.8740975,3.5,11,food;ice cream & frozen yogurt;bubble tea;desserts;restaurants,American
La Casa Del Mariachi,1420 N 24th St,Phoenix,AZ,85008,33.464435,-112.030898,3.0,4,restaurants;mexican,Mexican
Venezias New York Style Pizzeria,27 E Southern Ave,Tempe,AZ,85282,33.3915417,-111.9386689,4.0,447,pizza;restaurants;italian;chicken wings,Italian
Regions Bistro and Bar,"9343 E Shea Blvd, Ste 100",Scottsdale,AZ,85260,33.581479,-111.8795408,2.5,9,american (new);restaurants,American
Va Bene Italian Restaurant - Martini & Wine Bar,4647 E Chandler Blvd,Phoenix,AZ,85048,33.304026,-111.980951,4.0,308,food;beer;wine & spirits;italian;wine bars;restaurants;nightlife;bars,Italian
Vaqueros Carne Asada,6430 E Main St,Mesa,AZ,85205,33.41601515,-111.6921758,4.0,8,mexican;restaurants,Mexican
Autostrada,20825 N Pima Rd,Scottsdale,AZ,85255,33.6722462,-111.8905084,3.5,14,italian;restaurants,Italian
Moreno's Mexican Grill,829 S Rural Ave,Tempe,AZ,85281,33.4212808,-111.9258427,3.5,24,mexican;restaurants,Mexican
The Hideaway Grill,6746 Cave Creek Rd,Cave Creek,AZ,85331,33.8324035,-111.934459,4.0,61,restaurants;sandwiches;burgers;american (traditional),American
Mama Cielo,8400 S Avenida Del Yaqui,Guadalupe,AZ,85283,33.370677,-111.963395,4.5,6,desserts;juice bars & smoothies;mexican;food;restaurants,Mexican
Filiberto's,"7620 E Mckellips Rd, Ste 14",Scottsdale,AZ,85257,33.45168,-111.916537,3.0,4,mexican;restaurants;fast food,Mexican
City Market Deli,14400 N 87th St,Scottsdale,AZ,85260,33.615972,-111.893909,4.0,5,restaurants;delis;sandwiches,American
Garcia's Mexican Restaurant,1940 E University Dr,Mesa,AZ,85203,33.4231465,-111.7888755,3.0,119,restaurants;mexican,Mexican
Jimmy John's,"7000 N 16th, Ste 124",Phoenix,AZ,85020,33.538927,-112.048079,3.0,24,sandwiches;pizza;restaurants,Italian
Paradise Bakery and Cafe,1825 E Guadalupe Rd,Tempe,AZ,85283,33.3613427,-111.9103497,2.5,39,cafes;food;bakeries;restaurants;breakfast & brunch,American
Bar Louie,"2000 Rio Salado Pkwy, Ste 1220",Tempe,AZ,85281,33.43295002,-111.905601,3.0,307,restaurants;nightlife;american (new);burgers;cocktail bars;bars,American
Taqueria Don Beto,2722 E McDowell Rd,Phoenix,AZ,85008,33.46597197,-112.0236538,4.0,29,mexican;restaurants;food stands;food;ethnic food;specialty food;sandwiches,Mexican
Ike's Love & Sandwiches,"699 S Mill Ave, Ste 107",Tempe,AZ,85281,33.4237298,-111.9396558,4.5,229,sandwiches;american (new);restaurants;food;gluten-free;vegan;food delivery services;vegetarian;specialty food;fruits & veggies,American
Jack in the Box,4020 E Bell Rd,Phoenix,AZ,85032,33.6411796,-111.9948666,3.5,13,fast food;restaurants,American
Birrieria Las Marias,"4819 N 83rd Ave, Ste 106A",Phoenix,AZ,85033,33.50816692,-112.2358899,4.0,9,restaurants;mexican,Mexican
Crazy Earl's Mexican & American,9440 W Peoria Ave,Peoria,AZ,85345,33.5808058,-112.2629118,2.0,7,food;beer;wine & spirits;restaurants,American
Del Taco,4115 W Anthem Way,Anthem,AZ,85086,33.87048931,-112.1479671,2.0,26,mexican;restaurants,Mexican
India's Grill,"1616 S Stapley Dr, Ste 101",Mesa,AZ,85204,33.384637,-111.806885,4.0,30,indian;restaurants,Indian
The Living Room,"2475 W Queen Creek Rd, Ste 1",Chandler,AZ,85248,33.2611752,-111.8840725,3.5,319,restaurants;american (new);nightlife;bars;wine bars,American
Copper Square Cafe,2 N Central Ave,Phoenix,AZ,85004,33.4484911,-112.0744277,3.0,3,cafes;restaurants,American
Black Bear Diner,2805 S Alma School Rd,Chandler,AZ,85286,33.2650711,-111.858045,3.5,110,american (traditional);restaurants;breakfast & brunch;diners,American
Einstein Bros Bagels,4401 E Indian School Rd,Phoenix,AZ,85018,33.4944532,-111.9863667,3.0,71,sandwiches;delis;coffee & tea;food;bagels;restaurants,American
Pizza Pit,"1954 S Dobson Rd, Ste 5",Mesa,AZ,85202,33.37877759,-111.8789935,3.0,42,restaurants;pizza,Italian
El Gran Taco,722 W Hatcher Rd,Phoenix,AZ,85021,33.5716933,-112.083509,4.0,8,restaurants;mexican,Mexican
Golden Wei,"17014 W Bell Rd, Ste 106",Surprise,AZ,85374,33.6404954,-112.4268982,3.0,77,restaurants;chinese,Chinese
Alexi's Family Restaurant,18450 N 19th Ave,Phoenix,AZ,85023,33.65428301,-112.1002353,3.5,92,diners;restaurants,American
LaMar's Donuts & Coffee,2340 W Bell Rd,Phoenix,AZ,85023,33.6403418,-112.1106724,4.5,191,donuts;food;coffee & tea;breakfast & brunch;restaurants,American
Tonic Tavern & Kitchen,"3400 W Chandler Blvd, Ste 5",Chandler,AZ,85226,33.3057922,-111.8994601,3.5,42,restaurants;nightlife;pizza;pubs;bars;lounges,Italian
Copper Kettle-Salads Balti & Taandoori Grill,"1941 W Guadalupe Rd, Ste 102",Mesa,AZ,85202,33.362719,-111.8761389,3.5,31,restaurants;indian;buffets;pakistani,Indian
Cask 63,"8877 N Scottsdale Rd, Ste 402",Scottsdale,AZ,85258,33.5672601,-111.9259093,4.0,76,american (new);nightlife;wine bars;bars;restaurants,American
Churchs Chicken,714 Grand Ave,Phoenix,AZ,85007,33.4519761,-112.0831635,2.0,13,chicken wings;restaurants;fast food,American
Kneaders Bakery & Cafe,1142 S Signal Butte Rd,Mesa,AZ,85208,33.39347716,-111.5984542,3.5,69,food;bakeries;coffee & tea;cafes;restaurants,American
Gordo's Mexican Food,3373 E Queen Creek Rd,Gilbert,AZ,85297,33.2626881,-111.7167569,2.5,92,restaurants;mexican,Mexican
Lunch 'N Go,14325 N 79th St,Scottsdale,AZ,85260,33.6157075,-111.9096818,3.5,8,sandwiches;restaurants,American
Bonfire Grill and Bar,7210 E 2nd St,Scottsdale,AZ,85251,33.491695,-111.925624,4.0,42,restaurants;american (new),American
Nello's Pizza,7213 E 1st Ave,Scottsdale,AZ,85251,33.4939313,-111.9256266,4.0,16,restaurants;pizza,Italian
Thirsty Camel at The Phoenician,6000 E Camelback Rd,Scottsdale,AZ,85251,33.50782221,-111.9494132,4.0,26,lounges;american (traditional);bars;nightlife;restaurants,American
The Scott Grill,4925 N Scottsdale Rd,Scottsdale,AZ,85251,33.50886525,-111.9250041,4.0,126,restaurants;mediterranean;italian;breakfast & brunch,Italian
Splash,17700 N Hayden Rd,Scottsdale,AZ,85255,33.64718929,-111.9090337,3.0,3,nightlife;bars;restaurants;american (traditional);food,American
Matador Coffee,"3230 E Union Hills, Ste 135",Phoenix,AZ,85050,33.655604,-112.011884,4.0,105,restaurants;food;coffee & tea;coffee & tea supplies;breakfast & brunch,American
Goat Head Saloon,1423 S Country Club Dr,Mesa,AZ,85210,33.3880845,-111.8398537,2.5,16,music venues;arts & entertainment;dive bars;restaurants;american (new);bars;nightlife,American
Pietro's Fountain Hills,9800 N Summer Hill Blvd,Fountain Hills,AZ,85268,33.57483059,-111.7610914,5.0,4,restaurants;italian,Italian
Old Town Whiskey,4000 N Drinkwater Blvd,Scottsdale,AZ,85251,33.4940319,-111.921845,4.0,39,restaurants;bars;nightlife;american (new);gastropubs;pubs,American
Corporate Cafe,5511 N 51st Ave,Glendale,AZ,85301,33.51755476,-112.1681675,4.0,7,breakfast & brunch;restaurants;diners;greek;american (traditional);mexican,American
El Pollo Loco,4325 W Bethany Home Rd,Glendale,AZ,85301,33.5236348,-112.1525238,2.0,11,restaurants;mexican;fast food,Mexican
IHOP,2000 W Northern Ave,Phoenix,AZ,85021,33.5534304,-112.1018005,2.0,60,breakfast & brunch;american (traditional);restaurants;american (new),American
LongHorn Steakhouse,4585 E Cactus Rd,Phoenix,AZ,85032,33.5988791,-111.9827632,3.5,143,steakhouses;barbeque;restaurants;american (traditional),American
Hayashi Hibachi,1480 N Litchfield Rd,Goodyear,AZ,85395,33.4633912,-112.3586516,3.0,169,japanese;restaurants,Japanese
Zur Kate,"4815 E Main St, Ste 16",Mesa,AZ,85205,33.4149445,-111.726882,4.0,178,restaurants;german,German
Dairy Queen,13623 W Camino Del Sol,Sun City West,AZ,85375,33.6540048,-112.3558291,2.5,16,restaurants;ice cream & frozen yogurt;fast food;food,American
Salad and Go,5259 E Brown Rd,Mesa,AZ,85205,33.4373395,-111.7177745,4.5,91,american (new);restaurants;salad;food;fast food;coffee & tea,American
Heart Attack Grill,6185 W Chandler Blvd,Chandler,AZ,85226,33.3047634,-111.948079,3.0,103,burgers;restaurants,American
Burger Joint,"525 N Estrella Pkwy, Ste 105",Goodyear,AZ,85338,33.45222785,-112.3916702,3.5,81,breakfast & brunch;burgers;american (traditional);restaurants;diners,American
Willie's Taco Joint,333 E Jefferson St,Phoenix,AZ,85004,33.4456902,-112.0694647,4.0,57,breakfast & brunch;bars;restaurants;mexican;nightlife,Mexican
Lucky Break Bar,"1807 E Baseline Rd, Ste 101",Tempe,AZ,85283,33.37748839,-111.9073137,3.0,144,nightlife;pool halls;sports bars;restaurants;burgers;bars,American
Eureka! Grill,"15332 W Bell Rd, Ste 101",Surprise,AZ,85374,33.639353,-112.390488,3.0,9,american (new);restaurants,American
Carrabba's Italian Grill,5646 W Bell Rd,Glendale,AZ,85308,33.63930052,-112.1808934,3.5,145,italian;restaurants;seafood,Italian
Chef Panda,15557 W Bell Rd,Surprise,AZ,85374,33.636983,-112.3959909,4.0,97,restaurants;chinese,Chinese
Jack in the Box,4343 E Camelback Rd,Phoenix,AZ,85018,33.5090846,-111.9876492,2.0,5,fast food;restaurants;burgers,American
Red Robin Gourmet Burgers,2501 W. Happy Valley Road,Phoenix,AZ,85085,33.71203747,-112.1122449,3.0,159,restaurants;burgers;american (traditional),American
Voila French Bistro and Wine Bar,"10135 E Via Linda, Ste C120",Scottsdale,AZ,85258,33.5734457,-111.8623938,4.5,126,food;nightlife;bars;french;seafood;wine bars;specialty food;restaurants;creperies,French
Dairy Queen,"3303 E Queen Creek Rd, Ste 101",Gilbert,AZ,85297,33.26273324,-111.7187469,2.5,24,food;desserts;restaurants;american (traditional),American
Moe's Southwest Grill,1158 W Washington St,Tempe,AZ,85281,33.442375,-111.955643,3.5,5,restaurants;american (new),American
Rocky's Pizza and Cheesesteak,"1731 W Baseline Rd, Ste 115",Mesa,AZ,85202,33.3784131,-111.8722511,4.0,36,cheesesteaks;pizza;restaurants;chicken wings,Italian
Millie's Cafe,1916 West Baseline Rd,Mesa,AZ,85202,33.3795422,-111.8759606,4.5,68,cuban;restaurants;latin american;puerto rican;caribbean,American
Subway,754 S Val Vista Dr,Gilbert,AZ,85296,33.3366763,-111.7570081,4.0,9,restaurants;fast food;sandwiches,American
Biscuits Cafe,19420 N 59th Ave,Glendale,AZ,85308,33.66177754,-112.187099,3.0,244,restaurants;american (new);american (traditional);breakfast & brunch;cafes,American
Don Lencho's,8420 W Peoria Ave,Peoria,AZ,85345,33.5819429,-112.2399752,4.0,58,mexican;seafood;restaurants,Mexican
Jack in the Box,955 E Riggs Rd,Chandler,AZ,85249,33.2182613,-111.8262877,2.0,6,fast food;restaurants,American
Bungalow Bar & Grill,4360 N Scottsdale Rd,Scottsdale,AZ,85251,33.4997287,-111.926495,3.5,154,nightlife;bars;restaurants;american (traditional),American
In Season Deli,"414 S Mill Ave, Ste 111",Tempe,AZ,85281,33.4259647,-111.9402513,4.0,24,restaurants;delis,American
Rolando's Mexican Food,10639 N 35th Ave,Phoenix,AZ,85029,33.583335,-112.1337022,4.5,85,mexican;restaurants,Mexican
Eye Opener Family Restaurant,524 W Hatcher Rd,Phoenix,AZ,85021,33.571608,-112.081336,3.5,30,restaurants;breakfast & brunch,American
Rivas Mexican Food,"15403 W Greenway Rd, Ste 100",Surprise,AZ,85374,33.62364492,-112.3918527,3.0,93,restaurants;mexican,Mexican
Ling & Louie's Asian Bar and Grill,"9397 E Shea Blvd, Ste 125",Scottsdale,AZ,85260,33.581511,-111.879218,4.0,276,chinese;thai;american (new);comfort food;asian fusion;restaurants,American
Togo's Eatery,"15688 N Pima Rd, Ste C1",Scottsdale,AZ,85260,33.6280789,-111.8914643,2.5,3,restaurants;sandwiches,American
Pizza Patron,5814 W Olive Ave,Glendale,AZ,85302,33.5675175,-112.1842518,3.5,5,pizza;restaurants,Italian
Julioberto's,229 E Dunlap Ave,Phoenix,AZ,85020,33.56748,-112.0702256,3.5,16,mexican;restaurants;fast food,Mexican
Domino's Pizza,12020 S Warner Elliot Loop,Phoenix,AZ,85044,33.3374985,-111.9942419,3.5,18,sandwiches;chicken wings;pizza;restaurants,Italian
Taco Bell,4815 East Warner,Phoenix,AZ,85044,33.331595,-111.979655,2.5,8,tex-mex;mexican;restaurants;fast food,Mexican
Crossroads Bar & Grill,5030 W McDowell Rd,Phoenix,AZ,85035,33.4667576,-112.1674908,3.0,5,nightlife;restaurants;bars;american (traditional),American
Chelsea's Kitchen,3800 E Sky Harbor Blvd,Phoenix,AZ,85034,33.43589569,-111.9980943,4.0,353,american (traditional);cafes;breakfast & brunch;restaurants,American
Islands Restaurant,10055 W McDowell Rd,Avondale,AZ,85392,33.464349,-112.276461,3.5,147,burgers;bars;sports bars;nightlife;restaurants;american (traditional),American
La Casa Blanca,24605 S McQueen Rd,Chandler,AZ,85225,33.224023,-111.822749,3.0,165,restaurants;mexican,Mexican
Luna Pizza,59TH Ave And Northern Ave,Phoenix,AZ,85073,33.5530833,-112.1861896,4.5,3,restaurants;pizza,Italian
Carrabba's Italian Grill,2709 S Market St,Gilbert,AZ,85296,33.3011286,-111.7432565,3.5,100,seafood;italian;gluten-free;restaurants,Italian
Donut Worry Coffee & Smoothies,9115 E Baseline Rd,Mesa,AZ,85209,33.3773,-111.637939,5.0,58,american (traditional);bakeries;coffee & tea;sandwiches;restaurants;donuts;food;juice bars & smoothies,American
Habanero's Mexican Grill,14870 N Northsight Blvd,Scottsdale,AZ,85260,33.62122026,-111.8991141,4.0,347,restaurants;mexican,Mexican
Far East Asian Fire,5000 S Arizona Mills Cir,Tempe,AZ,85282,33.3831468,-111.9647254,1.5,31,chicken shop;restaurants;asian fusion,Asian Fusion
Cabin Tempe,410 S Mill Ave,Tempe,AZ,85281,33.426706,-111.9413378,4.5,20,nightlife;american (traditional);bars;restaurants,American
Arby's,6850 N 35th Ave,Phoenix,AZ,85017,33.537836,-112.134813,3.0,8,sandwiches;american (traditional);fast food;restaurants,American
Jumbo Buffet,3414 W Southern Ave,Phoenix,AZ,85041,33.3931495,-112.1317218,2.0,35,restaurants;buffets;chinese,Chinese
Hibachi Grill & Supreme Buffet,10030 N Metro Pkwy E,Phoenix,AZ,85051,33.57791,-112.1190062,2.5,84,buffets;restaurants;chinese,Chinese
Carl's Jr,4916 E Chandler Blvd,Phoenix,AZ,85048,33.305797,-111.977641,2.5,20,restaurants;burgers;fast food,American
Prickly Pear Fresh Mexican Grill,14740 N Northsight Boulevard,Scottsdale,AZ,85260,33.619412,-111.8980932,4.0,8,mexican;restaurants,Mexican
Taste of Greek,9301 Shea Blvd,Scottsdale,AZ,85260,33.58013015,-111.8797689,4.0,39,restaurants;greek,Mediterranean
Bottega Pizzeria Ristorante,"19420 N 59th Ave, Ste C117",Glendale,AZ,85308,33.6621745,-112.1878351,4.5,133,italian;pizza;restaurants;breakfast & brunch,Italian
Dairy Queen,4751 E Warner Rd,Phoenix,AZ,85044,33.33048237,-111.981229,3.0,24,fast food;ice cream & frozen yogurt;restaurants;food,American
My Big Fat Greek Restaurant,400 E Van Buren St,Phoenix,AZ,85004,33.45243407,-112.0686974,3.0,116,greek;mediterranean;restaurants;pizza,Mediterranean
Salad And Go,17137 N Litchfield Rd,Surprise,AZ,85374,33.6401702,-112.3593816,4.5,65,salad;wraps;restaurants;food;juice bars & smoothies,American
Wingstop,"5838 W. Olive Ave Ste C101 & 102, Ste C101 & 102",Phoenix,AZ,85302,33.5657205,-112.2789231,3.0,8,chicken wings;restaurants,American
MidiCi The Neapolitan Pizza Company,"21001 N Tatum Blvd, Ste 1010",Phoenix,AZ,85050,33.67411272,-111.9762973,4.0,89,restaurants;nightlife;bars;pizza;italian;wine bars,Italian
Redendo's Pizzeria Ristorante,"14700 N Frank Lloyd Wright Blvd, Ste 159",Scottsdale,AZ,85260,33.6202185,-111.8742551,4.0,58,restaurants;italian;pizza,Italian
Taste of Italy Pizza,17750 W Elliot Rd,Goodyear,AZ,85338,33.3559443,-112.4319482,4.0,53,italian;restaurants;pizza,Italian
Chandler BBQ Company,"2040 S Alma School Rd, Ste 12",Chandler,AZ,85286,33.2748213,-111.8602154,2.5,75,barbeque;restaurants,American
Chipotle Mexican Grill,7700 W Arrowhead Towne Ctr,Glendale,AZ,85308,33.6420894,-112.2254067,3.5,7,mexican;fast food;restaurants,Mexican
The Old Spaghetti Factory,1418 N Central Ave,Phoenix,AZ,85004,33.46425,-112.074153,3.0,395,restaurants;italian,Italian
Cousins Subs,"1823 S Greenfield Rd, Ste 105",Mesa,AZ,85206,33.3819141,-111.7384288,3.5,22,sandwiches;food;restaurants;food delivery services;delis,American
Phuket Thai Cuisine,4040 S Arizona Ave,Chandler,AZ,85248,33.2465822,-111.8425195,4.0,150,restaurants;thai,Thai
Sun Valley Bakery,"4141 N 35th Ave, Ste 8",Phoenix,AZ,85017,33.4963072,-112.133564,4.5,7,sandwiches;vietnamese;restaurants;bakeries;food,Vietnamese
Mariscos Ensenada,4130 N 27th Ave,Phoenix,AZ,85017,33.4958611,-112.1174987,3.5,6,mexican;restaurants,Mexican
"Pizza Picazzo, LLC",7325 E Frank Lloyd Wrght Blvd,Scottsdale,AZ,85260,33.6371044,-111.922424,3.5,27,pizza;restaurants,Italian
Panda Express,10110 Mcdowell,Avondale,AZ,85323,33.4653351,-112.2773056,2.5,19,fast food;restaurants;chinese,Chinese
Lulu's Taco Shop,"610 N Gilbert Rd, Ste 303",Gilbert,AZ,85234,33.361156,-111.790061,3.5,209,mexican;restaurants;breakfast & brunch,Mexican
Crazy Jim's,4041 N 15th Ave,Phoenix,AZ,85015,33.4943622,-112.0910715,4.0,175,breakfast & brunch;mediterranean;sandwiches;greek;american (new);restaurants,American
Arriba Mexican Grill,15370 W McDowell Rd,Goodyear,AZ,85395,33.46491,-112.389818,2.5,181,bars;cocktail bars;restaurants;mexican;nightlife,Mexican
Olive Garden Italian Restaurant,2626 N 75th Ave,Phoenix,AZ,85035,33.4775658,-112.2211792,2.5,97,restaurants;wine bars;italian;salad;bars;nightlife,Italian
Culver's,8271 W Ludlow Dr,Peoria,AZ,85381,33.61163036,-112.2368043,3.0,61,ice cream & frozen yogurt;fast food;burgers;restaurants;food,American
Outback Steakhouse,9801 N Black Canyon Hwy,Phoenix,AZ,85021,33.5752011,-112.116193,3.5,96,steakhouses;restaurants,American
Subway,"10101 E Bell Rd, Ste A6",Scottsdale,AZ,85260,33.639052,-111.8646256,4.0,9,sandwiches;restaurants;fast food,American
Zella's Pizza and Cheesesteaks,"1464 E Williamsfield Rd, Ste 108",Gilbert,AZ,85295,33.3074641,-111.7585504,4.0,142,restaurants;cheesesteaks;american (new);pizza,American
Jack In the Box,3270 S Higley Rd,Gilbert,AZ,85296,33.2910487,-111.7213738,4.0,3,fast food;restaurants,American
Northwest Regional Library,16089 N Bullard Ave,Surprise,AZ,85374,33.63001493,-112.3758633,4.5,16,restaurants;pizza;libraries;public services & government,Italian
Tampopo Ramen,3223 S Mcclintock Dr,Tempe,AZ,85252,33.3937812,-111.9085823,4.0,458,restaurants;ramen;japanese,Japanese
KamanaWana Hawaiian Treats,13825 N 19th Ave,Phoenix,AZ,85023,33.61203715,-112.099179,4.5,185,desserts;food;acai bowls;restaurants;hawaiian;shaved ice;ice cream & frozen yogurt,Hawaiian
Z Pizza,13637 N Tatum Blvd,Phoenix,AZ,85073,33.6101518,-111.9768512,4.0,28,restaurants;pizza,Italian
Wally's American Gastropub,7704 East Doubletree Ranch Rd,Scottsdale,AZ,85258,33.5651494,-111.9152929,3.5,62,restaurants;gastropubs,American
Marketplace Cafe,"Nordstrom, 7055 E Camelback Rd",Scottsdale,AZ,85251,33.5021307,-111.9295376,4.5,82,restaurants;diners;american (new);american (traditional);cafes,American
Chase's Diner,2040 N Alma School Rd,Chandler,AZ,85224,33.3358592,-111.8595818,4.0,220,breakfast & brunch;restaurants;diners,American
Mashawi Lebanese Grill,"814 E Union Hills Dr, Ste C-6",Phoenix,AZ,85024,33.6561233,-112.0629591,4.5,66,halal;restaurants;lebanese;mediterranean;middle eastern,Mediterranean
Holly's Homemade Bakery & Cafe,"891 N Val Vista Dr, Ste D101",Gilbert,AZ,85234,33.3667157,-111.7560939,3.5,32,food;bakeries;restaurants;cafes,American
Osaka Grill Teriyaki & Roll,"681 East Apache Blvd, Ste 108",Tempe,AZ,85281,33.4142594,-111.9288941,2.5,29,japanese;sushi bars;restaurants;taiwanese,Japanese
The Grill on Mill,350 S Mill Ave,Tempe,AZ,85281,33.4269477,-111.9404332,3.5,63,bars;restaurants;nightlife;barbeque;sandwiches,American
El Taco de Chandler,757 E Chandler Blvd,Chandler,AZ,85225,33.3058962,-111.8287303,3.5,12,restaurants;mexican,Mexican
Alibaba Hookah Lounge,"933 E University Dr, Ste 110",Tempe,AZ,85281,33.4213508,-111.9247139,4.5,35,restaurants;cafes;middle eastern;lounges;hookah bars;nightlife;bars,Middle Eastern
Applebee's Neighborhood Grill & Bar,13832 W McDowell Rd,Goodyear,AZ,85395,33.464934,-112.356661,2.5,83,american (traditional);restaurants;sports bars;nightlife;burgers;bars;steakhouses,American
Country Kitchen,13765 N Litchfield Rd,Surprise,AZ,85379,33.608919,-112.358997,3.0,16,american (traditional);restaurants,American
Pinnacle Peak Pizza,8711 E Pinnacle Peak Rd,Scottsdale,AZ,85255,33.6977725,-111.8926912,4.0,5,restaurants;pizza,Italian
Lilly's Bar & Grill,"15332 W Bell Rd, Ste 101",Surprise,AZ,85374,33.639353,-112.390488,1.5,4,cafes;nightlife;barbeque;restaurants;bars,American
Cogburns,"5221 S Power Rd, Ste 107",Mesa,AZ,85212,33.3209915,-111.6852692,3.0,107,american (traditional);bars;sports bars;restaurants;nightlife,American
SaDec Bistro,"5221 S Power Rd, Are 104",Mesa,AZ,85212,33.3209915,-111.6852692,4.0,35,restaurants;vietnamese,Vietnamese
Federico's Mexican Food,2240 W Indian School Rd,Phoenix,AZ,85015,33.4950313,-112.1077283,3.0,16,fast food;mexican;restaurants,Mexican
America's Taco Shop,401 E Jefferson St,Phoenix,AZ,85004,33.44515481,-112.0665634,1.5,6,restaurants;mexican,Mexican
Matador Restaurant,125 E Adams St,Phoenix,AZ,85004,33.4493093,-112.07194,3.0,58,mexican;restaurants;greek,Mexican
Arizona Club,201 N Central Ave,Phoenix,AZ,85004,33.451334,-112.073153,4.0,6,american (traditional);restaurants,American
JT's Bar & Grill,4829 E Indian School Rd,Phoenix,AZ,85018,33.494204,-111.976613,4.5,133,burgers;nightlife;american (traditional);bars;restaurants,American
Dragon Palace,13825 N 32nd St,Phoenix,AZ,85032,33.6122924,-112.0123285,4.0,176,restaurants;chinese,Chinese
Osha Thai Cafe,"10953 N Frank Lloyd Wright Blvd, Ste 102",Scottsdale,AZ,85259,33.5855766,-111.8344051,4.0,114,salad;restaurants;soup;thai,Thai
Paradise Bakery,"3 S 2nd St, Ste 205",Phoenix,AZ,85004,33.447091,-112.07149,3.5,9,bakeries;restaurants;sandwiches;food,American
Lovejoys Kansas City Bar-B-Q,735 E Bell Rd,Phoenix,AZ,85022,33.639197,-112.064368,2.5,19,restaurants;barbeque,American
Taylor Rays,4906 E Main St,Mesa,AZ,85205,33.415942,-111.7256305,1.5,3,restaurants;american (traditional),American
H O T House Of Tacos,"740 S Mill Ave, D130",Tempe,AZ,85281,33.42270432,-111.9402548,4.5,13,nightlife;tacos;bars;cocktail bars;dive bars;mexican;restaurants;sports bars,Mexican
Carmine's Pizza,"1614 N Higley Rd, Ste 101",Gilbert,AZ,85234,33.38071275,-111.7259789,4.0,17,restaurants;pizza,Italian
Subway,5932 W Bell Rd,Glendale,AZ,85308,33.6403381,-112.1870368,3.0,8,restaurants;fast food;sandwiches,American
Dairy Queen,1696 N Higley Rd,Gilbert,AZ,85234,33.3810756,-111.7228158,1.0,4,food;restaurants;ice cream & frozen yogurt;fast food,American
Papa John's Pizza,8251 W Union Hills Dr,Glendale,AZ,85308,33.652063,-112.2337957,2.5,14,restaurants;pizza,Italian
YC's Mongolian Grill,"2990 E Germann Rd, Ste 5",Chandler,AZ,85286,33.2788302,-111.7904534,4.0,119,chinese;specialty food;asian fusion;mongolian;restaurants;buffets;vegetarian;food;ethnic food;vegan,Chinese
